cpuName,manufacturerName,productCollection,totalCores,totalThreads,baseFrequency,turboFrequency,defaultTdp,launchDate,maxRam,usageType
Intel® Core™ i5-12600 Processor,intel,12th Generation Intel® Core™ i5 Processors,6,12,null,4.80 GHz,null,Q1'22,128 GB,PC/Client/Tablet, Workstation
Intel® Core™ i5-12600H Processor,intel,12th Generation Intel® Core™ i5 Processors,12,16,null,4.50 GHz,null,Q1'22,64 GB,null
Intel® Core™ i5-12600HE Processor,intel,12th Generation Intel® Core™ i5 Processors,12,16,2.50 GHz,null,null,Q1'22,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i5-12600T Processor,intel,12th Generation Intel® Core™ i5 Processors,6,12,null,4.60 GHz,null,Q1'22,128 GB,PC/Client/Tablet, Workstation
Intel® Core™ i5-12600K Processor,intel,12th Generation Intel® Core™ i5 Processors,10,16,null,4.90 GHz,null,Q4'21,128 GB,PC/Client/Tablet, Workstation
Intel® Core™ i5-12600KF Processor,intel,12th Generation Intel® Core™ i5 Processors,10,16,null,4.90 GHz,null,Q4'21,128 GB,PC/Client/Tablet
Intel® Core™ i3-1215UL Processor,intel,12th Generation Intel® Core™ i3 Processors,6,8,1.20 GHz,4.40 GHz,15 W,Q3'22,64 GB,PC/Client/Tablet
Intel® Core™ i3-12300HL Processor,intel,12th Generation Intel® Core™ i3 Processors,8,12,2.00 GHz,4.40 GHz,null,Q3'22,64 GB,PC/Client/Tablet
Intel® Core™ i3-1215UE Processor,intel,12th Generation Intel® Core™ i3 Processors,6,8,null,null,null,Q1'22,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-1220PE Processor,intel,12th Generation Intel® Core™ i3 Processors,8,12,null,null,null,Q1'22,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-1210U Processor,intel,12th Generation Intel® Core™ i3 Processors,6,8,null,4.40 GHz,null,Q1'22,64 GB,null
Intel® Core™ i3-1215U Processor,intel,12th Generation Intel® Core™ i3 Processors,6,8,null,4.40 GHz,null,Q1'22,64 GB,null
Intel® Core™ i3-1215U Processor,intel,12th Generation Intel® Core™ i3 Processors,6,8,null,4.40 GHz,null,Q1'22,64 GB,null
Intel® Core™ i3-1220P Processor,intel,12th Generation Intel® Core™ i3 Processors,10,12,null,4.40 GHz,null,Q1'22,64 GB,null
Intel® Core™ i3-12100 Processor,intel,12th Generation Intel® Core™ i3 Processors,4,8,null,4.30 GHz,null,Q1'22,128 GB,PC/Client/Tablet
Intel® Core™ i3-12100E Processor,intel,12th Generation Intel® Core™ i3 Processors,4,8,null,4.20 GHz,null,Q1'22,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-12100F Processor,intel,12th Generation Intel® Core™ i3 Processors,4,8,null,4.30 GHz,null,Q1'22,128 GB,PC/Client/Tablet
Intel® Core™ i3-12100T Processor,intel,12th Generation Intel® Core™ i3 Processors,4,8,null,4.10 GHz,null,Q1'22,128 GB,PC/Client/Tablet
Intel® Core™ i3-12100TE Processor,intel,12th Generation Intel® Core™ i3 Processors,4,8,null,4.00 GHz,null,Q1'22,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-12300 Processor,intel,12th Generation Intel® Core™ i3 Processors,4,8,null,4.40 GHz,null,Q1'22,128 GB,PC/Client/Tablet
Intel® Core™ i3-12300HE Processor,intel,12th Generation Intel® Core™ i3 Processors,8,12,1.90 GHz,null,null,Q1'22,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-12300T Processor,intel,12th Generation Intel® Core™ i3 Processors,4,8,null,4.20 GHz,null,Q1'22,128 GB,PC/Client/Tablet
Intel® Core™ i9-11900H Processor,intel,11th Generation Intel® Core™ i9 Processors,8,16,null,4.90 GHz,null,Q2'21,128 GB,null
Intel® Core™ i9-11950H Processor,intel,11th Generation Intel® Core™ i9 Processors,8,16,null,5.00 GHz,null,Q2'21,128 GB,null
Intel® Core™ i9-11980HK Processor,intel,11th Generation Intel® Core™ i9 Processors,8,16,null,5.00 GHz,null,Q2'21,128 GB,null
Intel® Core™ i9-11900 Processor,intel,11th Generation Intel® Core™ i9 Processors,8,16,2.50 GHz,5.20 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i9-11900F Processor,intel,11th Generation Intel® Core™ i9 Processors,8,16,2.50 GHz,5.20 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i9-11900K Processor,intel,11th Generation Intel® Core™ i9 Processors,8,16,3.50 GHz,5.30 GHz,125 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i9-11900KF Processor,intel,11th Generation Intel® Core™ i9 Processors,8,16,3.50 GHz,5.30 GHz,125 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i9-11900T Processor,intel,11th Generation Intel® Core™ i9 Processors,8,16,1.50 GHz,4.90 GHz,35 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i7-11850HE Processor,intel,11th Generation Intel® Core™ i7 Processors,8,16,null,4.70 GHz,null,Q3'21,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i7-11600H Processor,intel,11th Generation Intel® Core™ i7 Processors,6,12,null,4.60 GHz,null,Q3'21,128 GB,null
Intel® Core™ i7-11390H Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,5.00 GHz,null,Q2'21,64 GB,null
Intel® Core™ i7-1195G7 Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,5.00 GHz,null,Q2'21,64 GB,null
Intel® Core™ i7-1195G7 Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,5.00 GHz,null,Q2'21,64 GB,null
Intel® Core™ i7-11800H Processor,intel,11th Generation Intel® Core™ i7 Processors,8,16,null,4.60 GHz,null,Q2'21,128 GB,null
Intel® Core™ i7-11850H Processor,intel,11th Generation Intel® Core™ i7 Processors,8,16,null,4.80 GHz,null,Q2'21,128 GB,null
Intel® Core™ i7-11700 Processor,intel,11th Generation Intel® Core™ i7 Processors,8,16,2.50 GHz,4.90 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i7-11700F Processor,intel,11th Generation Intel® Core™ i7 Processors,8,16,2.50 GHz,4.90 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i7-11700K Processor,intel,11th Generation Intel® Core™ i7 Processors,8,16,3.60 GHz,5.00 GHz,125 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i7-11700KF Processor,intel,11th Generation Intel® Core™ i7 Processors,8,16,3.60 GHz,5.00 GHz,125 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i7-11700T Processor,intel,11th Generation Intel® Core™ i7 Processors,8,16,1.40 GHz,4.60 GHz,35 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i7-11370H Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,4.80 GHz,null,Q1'21,64 GB,null
Intel® Core™ i7-11375H Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,5.00 GHz,null,Q1'21,64 GB,null
Intel® Core™ i7-1180G7 Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,4.60 GHz,null,Q1'21,32 GB,null
Intel® Core™ i7-1185G7E Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,1.80 GHz,4.40 GHz,15 W,Q3'20,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i7-1185GRE Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,1.80 GHz,4.40 GHz,15 W,Q3'20,64 GB,Embedded Broad Market Extended Temp, Industrial Extended Temp
Intel® Core™ i7-1160G7 Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,4.40 GHz,null,Q3'20,32 GB,null
Intel® Core™ i7-1165G7 Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,4.70 GHz,null,Q3'20,64 GB,null
Intel® Core™ i7-1165G7 Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,4.70 GHz,null,Q3'20,64 GB,null
Intel® Core™ i7-1185G7 Processor,intel,11th Generation Intel® Core™ i7 Processors,4,8,null,4.80 GHz,null,Q3'20,64 GB,null
Intel® Core™ i5-11500HE Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,null,4.50 GHz,null,Q3'21,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i5-11320H Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.50 GHz,null,Q2'21,64 GB,null
Intel® Core™ i5-1155G7 Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.50 GHz,null,Q2'21,64 GB,null
Intel® Core™ i5-1155G7 Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.50 GHz,null,Q2'21,64 GB,null
Intel® Core™ i5-11260H Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,null,4.40 GHz,null,Q2'21,128 GB,null
Intel® Core™ i5-11400H Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,null,4.50 GHz,null,Q2'21,128 GB,null
Intel® Core™ i5-11500H Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,null,4.60 GHz,null,Q2'21,128 GB,null
Intel® Core™ i5-11400 Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,2.60 GHz,4.40 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11400F Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,2.60 GHz,4.40 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11400T Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,1.30 GHz,3.70 GHz,35 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11500 Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,2.70 GHz,4.60 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11500T Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,1.50 GHz,3.90 GHz,35 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11600 Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,2.80 GHz,4.80 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11600K Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,3.90 GHz,4.90 GHz,125 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11600KF Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,3.90 GHz,4.90 GHz,125 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11600T Processor,intel,11th Generation Intel® Core™ i5 Processors,6,12,1.70 GHz,4.10 GHz,35 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-11300H Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.40 GHz,null,Q1'21,64 GB,null
Intel® Core™ i5-1140G7 Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.20 GHz,null,Q1'21,32 GB,null
Intel® Core™ i5-1145G7 Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.40 GHz,null,Q1'21,64 GB,null
Intel® Core™ i5-1145G7E Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,1.50 GHz,4.10 GHz,15 W,Q3'20,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i5-1145GRE Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,1.50 GHz,4.10 GHz,15 W,Q3'20,64 GB,Industrial Extended Temp, Embedded Broad Market Extended Temp
Intel® Core™ i5-1130G7 Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.00 GHz,null,Q3'20,32 GB,null
Intel® Core™ i5-1135G7 Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.20 GHz,null,Q3'20,64 GB,null
Intel® Core™ i5-1135G7 Processor,intel,11th Generation Intel® Core™ i5 Processors,4,8,null,4.20 GHz,null,Q3'20,64 GB,null
Intel® Core™ i3-11100HE Processor,intel,11th Generation Intel® Core™ i3 Processors,4,8,null,4.40 GHz,null,Q3'21,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-1115G4E Processor,intel,11th Generation Intel® Core™ i3 Processors,2,4,2.20 GHz,3.90 GHz,15 W,Q3'20,64 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i3-1115GRE Processor,intel,11th Generation Intel® Core™ i3 Processors,2,4,2.20 GHz,3.90 GHz,15 W,Q3'20,64 GB,Industrial Extended Temp, Embedded Broad Market Extended Temp
Intel® Core™ i3-1120G4 Processor,intel,11th Generation Intel® Core™ i3 Processors,4,8,null,3.50 GHz,null,Q1'21,32 GB,null
Intel® Core™ i3-1125G4 Processor,intel,11th Generation Intel® Core™ i3 Processors,4,8,null,3.70 GHz,null,Q1'21,64 GB,null
Intel® Core™ i3-1125G4 Processor,intel,11th Generation Intel® Core™ i3 Processors,4,8,null,3.70 GHz,null,Q1'21,64 GB,null
Intel® Core™ i3-1110G4 Processor,intel,11th Generation Intel® Core™ i3 Processors,2,4,null,3.90 GHz,null,Q3'20,32 GB,null
Intel® Core™ i3-1115G4 Processor,intel,11th Generation Intel® Core™ i3 Processors,2,4,null,4.10 GHz,null,Q3'20,64 GB,null
Intel® Core™ i3-1115G4 Processor,intel,11th Generation Intel® Core™ i3 Processors,2,4,null,4.10 GHz,null,Q3'20,64 GB,null
Intel® Core™ i9-10850K Processor,intel,10th Generation Intel® Core™ i9 Processors,10,20,3.60 GHz,5.20 GHz,125 W,Q3'20,128 GB,PC/Client/Tablet
Intel® Core™ i9-10885H Processor,intel,10th Generation Intel® Core™ i9 Processors,8,16,2.40 GHz,5.30 GHz,45 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i9-10900 Processor,intel,10th Generation Intel® Core™ i9 Processors,10,20,2.80 GHz,5.20 GHz,65 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i9-10900E Processor,intel,10th Generation Intel® Core™ i9 Processors,10,20,2.80 GHz,4.70 GHz,65 W,Q2'20,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i9-10900F Processor,intel,10th Generation Intel® Core™ i9 Processors,10,20,2.80 GHz,5.20 GHz,65 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i9-10900K Processor,intel,10th Generation Intel® Core™ i9 Processors,10,20,3.70 GHz,5.30 GHz,125 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i9-10900KF Processor,intel,10th Generation Intel® Core™ i9 Processors,10,20,3.70 GHz,5.30 GHz,125 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i9-10900T Processor,intel,10th Generation Intel® Core™ i9 Processors,10,20,1.90 GHz,4.60 GHz,35 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i9-10900TE Processor,intel,10th Generation Intel® Core™ i9 Processors,10,20,1.80 GHz,4.50 GHz,35 W,Q2'20,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i9-10980HK Processor,intel,10th Generation Intel® Core™ i9 Processors,8,16,2.40 GHz,5.30 GHz,45 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10870H Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,2.20 GHz,5.00 GHz,45 W,Q3'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10610U Processor,intel,10th Generation Intel® Core™ i7 Processors,4,8,1.80 GHz,4.90 GHz,15 W,Q2'20,64 GB,null
Intel® Core™ i7-10810U Processor,intel,10th Generation Intel® Core™ i7 Processors,6,12,1.10 GHz,4.90 GHz,15 W,Q2'20,64 GB,null
Intel® Core™ i7-1068NG7 Processor,intel,10th Generation Intel® Core™ i7 Processors,4,8,2.30 GHz,4.10 GHz,28 W,Q2'20,64 GB,PC/Client/Tablet
Intel® Core™ i7-10700 Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,2.90 GHz,4.80 GHz,65 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10700E Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,2.90 GHz,4.50 GHz,65 W,Q2'20,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i7-10700F Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,2.90 GHz,4.80 GHz,65 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10700K Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,3.80 GHz,5.10 GHz,125 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10700KF Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,3.80 GHz,5.10 GHz,125 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10700T Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,2.00 GHz,4.50 GHz,35 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10700TE Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,2.00 GHz,4.40 GHz,35 W,Q2'20,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i7-10750H Processor,intel,10th Generation Intel® Core™ i7 Processors,6,12,2.60 GHz,5.00 GHz,45 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10850H Processor,intel,10th Generation Intel® Core™ i7 Processors,6,12,2.70 GHz,5.10 GHz,45 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10875H Processor,intel,10th Generation Intel® Core™ i7 Processors,8,16,2.30 GHz,5.10 GHz,45 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i7-10510U Processor,intel,10th Generation Intel® Core™ i7 Processors,4,8,1.80 GHz,4.90 GHz,15 W,Q3'19,64 GB,null
Intel® Core™ i7-10510Y Processor,intel,10th Generation Intel® Core™ i7 Processors,4,8,1.20 GHz,4.50 GHz,7 W,Q3'19,16 GB,null
Intel® Core™ i7-10710U Processor,intel,10th Generation Intel® Core™ i7 Processors,6,12,1.10 GHz,4.70 GHz,15 W,Q3'19,64 GB,null
Intel® Core™ i7-1060G7 Processor,intel,10th Generation Intel® Core™ i7 Processors,4,8,1.00 GHz,3.80 GHz,9 W,Q3'19,32 GB,PC/Client/Tablet
Intel® Core™ i7-1065G7 Processor,intel,10th Generation Intel® Core™ i7 Processors,4,8,1.30 GHz,3.90 GHz,15 W,Q3'19,64 GB,PC/Client/Tablet
Intel® Core™ i5-10505 Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,3.20 GHz,4.60 GHz,65 W,Q1'21,128 GB,PC/Client/Tablet
Intel® Core™ i5-10500H Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,2.50 GHz,4.50 GHz,45 W,Q4'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10200H Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,2.40 GHz,4.10 GHz,45 W,Q3'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10310U Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,1.70 GHz,4.40 GHz,15 W,Q2'20,64 GB,null
Intel® Core™ i5-1038NG7 Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,2.00 GHz,3.80 GHz,28 W,Q2'20,64 GB,PC/Client/Tablet
Intel® Core™ i5-10400 Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,2.90 GHz,4.30 GHz,65 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10400F Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,2.90 GHz,4.30 GHz,65 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10400T Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,2.00 GHz,3.60 GHz,35 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10500 Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,3.10 GHz,4.50 GHz,65 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10500E Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,3.10 GHz,4.20 GHz,65 W,Q2'20,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i5-10500T Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,2.30 GHz,3.80 GHz,35 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10500TE Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,2.30 GHz,3.70 GHz,35 W,Q2'20,128 GB,Embedded Broad Market Commercial Temp
Intel® Core™ i5-10600 Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,3.30 GHz,4.80 GHz,65 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10600K Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,4.10 GHz,4.80 GHz,125 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10600KF Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,4.10 GHz,4.80 GHz,125 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10600T Processor,intel,10th Generation Intel® Core™ i5 Processors,6,12,2.40 GHz,4.00 GHz,35 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10300H Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,2.50 GHz,4.50 GHz,45 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10400H Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,2.60 GHz,4.60 GHz,45 W,Q2'20,128 GB,PC/Client/Tablet
Intel® Core™ i5-10210U Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,1.60 GHz,4.20 GHz,15 W,Q3'19,64 GB,null
Intel® Core™ i5-10210Y Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,1.00 GHz,4.00 GHz,7 W,Q3'19,16 GB,null
Intel® Core™ i5-10310Y Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,1.10 GHz,4.10 GHz,7 W,Q3'19,16 GB,null
Intel® Core™ i5-1030G4 Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,700 MHz,3.50 GHz,9 W,Q3'19,32 GB,PC/Client/Tablet
Intel® Core™ i5-1030G7 Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,800 MHz,3.50 GHz,9 W,Q3'19,32 GB,PC/Client/Tablet
Intel® Core™ i5-1035G1 Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,1.00 GHz,3.60 GHz,15 W,Q3'19,64 GB,PC/Client/Tablet
Intel® Core™ i5-1035G4 Processor,intel,10th Generation Intel® Core™ i5 Processors,4,8,1.10 GHz,3.70 GHz,15 W,Q3'19,64 GB,PC/Client/Tablet
